observable,target_geometry,route_formula,route_paper,status
KK_Mercury_year_per_10_day,dpm,"EXTRACTED[_session693_KK_Mercury_year_per_10_day.py]: val = +(beta)+(beta**3)+Fraction(3,1)+Fraction(5,1) || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session693_KK_Mercury_year_per_10_day.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
KK_Mercury_year_per_10_day,d26,"EXTRACTED[_session693_KK_Mercury_year_per_10_day.py]: val = +(beta)+(beta**3)+Fraction(3,1)+Fraction(5,1) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global",PAPER_1167;_session693_KK_Mercury_year_per_10_day.py;PAPER_1927,XGEO_ROUTED_IDENTITY
KK_Moon_orbital_period_per_day,bsfg,"EXTRACTED[_session690_KK_Moon_orbital_period_per_day.py]: val = +(K**5)-(F*K**5)-Fraction(3,1)-Fraction(5,1) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global",PAPER_1167;_session690_KK_Moon_orbital_period_per_day.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
KK_Moon_orbital_period_per_day,d26,"EXTRACTED[_session690_KK_Moon_orbital_period_per_day.py]: val = +(K**5)-(F*K**5)-Fraction(3,1)-Fraction(5,1) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global",PAPER_1167;_session690_KK_Moon_orbital_period_per_day.py;PAPER_1927,XGEO_ROUTED_IDENTITY
KK_Sun_mass_per_1e29_kg,bsfg,"EXTRACTED[_session685_KK_Sun_mass_per_1e29_kg.py]: val = +(K**4)-Fraction(2,1)+Fraction(3,1) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global",PAPER_1167;_session685_KK_Sun_mass_per_1e29_kg.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
KK_Sun_mass_per_1e29_kg,d26,"EXTRACTED[_session685_KK_Sun_mass_per_1e29_kg.py]: val = +(K**4)-Fraction(2,1)+Fraction(3,1) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global",PAPER_1167;_session685_KK_Sun_mass_per_1e29_kg.py;PAPER_1927,XGEO_ROUTED_IDENTITY
KK_Sun_radius_per_1e8_m,dpm,"EXTRACTED[_session687_KK_Sun_radius_per_1e8_m.py]: val = -(F**2*beta**2)-(F**2*beta**3)+Fraction(2,1)+Fraction(5,1) || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session687_KK_Sun_radius_per_1e8_m.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
KK_Sun_radius_per_1e8_m,d26,"EXTRACTED[_session687_KK_Sun_radius_per_1e8_m.py]: val = -(F**2*beta**2)-(F**2*beta**3)+Fraction(2,1)+Fraction(5,1) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global",PAPER_1167;_session687_KK_Sun_radius_per_1e8_m.py;PAPER_1927,XGEO_ROUTED_IDENTITY
KK_sidereal_year_per_100_day,bsfg,"EXTRACTED[_session691_KK_sidereal_year_per_100_day.py]: val = +(beta**2)+(beta**3)+(F*beta)+Fraction(3,1) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global",PAPER_1167;_session691_KK_sidereal_year_per_100_day.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
KK_sidereal_year_per_100_day,dpm,"EXTRACTED[_session691_KK_sidereal_year_per_100_day.py]: val = +(beta**2)+(beta**3)+(F*beta)+Fraction(3,1) || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session691_KK_sidereal_year_per_100_day.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
KK_sidereal_year_per_100_day,d26,"EXTRACTED[_session691_KK_sidereal_year_per_100_day.py]: val = +(beta**2)+(beta**3)+(F*beta)+Fraction(3,1) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global",PAPER_1167;_session691_KK_sidereal_year_per_100_day.py;PAPER_1927,XGEO_ROUTED_IDENTITY
bio_ATP_hydrolysis_kJ_mol,bsfg,EXTRACTED[_session404_bio_atp.py]: val = Phi_res*A_5 - F_TRZ*D_phys*A_5*Phi_res + F_TRZ*Phi_res*SO5 - F_TRZ*Phi_res*D_phys || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session404_bio_atp.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_Hill_coefficient_O2,bsfg,EXTRACTED[_session407_bio_hill.py]: val = K_Mex + Phi_res - F_TRZ - F_TRZ*F_TRZ*K_Mex || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session407_bio_hill.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_Redfield_C_N_ratio,bsfg,EXTRACTED[_session411_bio_redfield.py]: val = D_BSFG + Phi_res - F_TRZ - F_TRZ*Phi_res - F_TRZ*F_TRZ - F_TRZ*F_TRZ*F_TRZ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session411_bio_redfield.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_chlorophyll_a_peak_nm,bsfg,EXTRACTED[_session409_bio_chlorophyll.py]: val = A_5*SO5 + SO5*D_BSFG + SO5*K_Mex - SSq    # 600+60+20.833-0.57 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session409_bio_chlorophyll.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_codon_redundancy_64_20,bsfg,EXTRACTED[_session405_bio_codon_redundancy.py]: val = K_Mex + SSq + F_TRZ*D_phys + SSq*F_TRZ + F_TRZ*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session405_bio_codon_redundancy.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_photosynthesis_quantum_yield,bsfg,EXTRACTED[_session408_bio_photosynthesis.py]: val = F_TRZ + F_TRZ*F_TRZ*K_Mex + F_TRZ*F_TRZ*F_TRZ*D_phys || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session408_bio_photosynthesis.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_phyllotaxis_golden_ratio,bsfg,EXTRACTED[_session412_bio_phyllotaxis.py]: val = K_Mex - SSq + F_TRZ*Phi_res + F_TRZ*F_TRZ*K_Mex - F_TRZ*F_TRZ*F_TRZ*K_Mex || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session412_bio_phyllotaxis.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_phyllotaxis_golden_ratio,dpm,"EXTRACTED[_session412_bio_phyllotaxis.py]: val = K_Mex - SSq + F_TRZ*Phi_res + F_TRZ*F_TRZ*K_Mex - F_TRZ*F_TRZ*F_TRZ*K_Mex || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session412_bio_phyllotaxis.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_Earth_Moon_a_over_R_E,bsfg,EXTRACTED[_session430_geo_earth_moon.py]: val = A_5+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session430_geo_earth_moon.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_Earth_Moon_a_over_R_E,dpm,"EXTRACTED[_session430_geo_earth_moon.py]: val = A_5+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session430_geo_earth_moon.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_Earth_obliquity_deg,bsfg,EXTRACTED[_session427_geo_obliquity.py]: val = 2*SO5+D_phys-Phi_res+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session427_geo_obliquity.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_Earth_obliquity_deg,dpm,"EXTRACTED[_session427_geo_obliquity.py]: val = 2*SO5+D_phys-Phi_res+F_TRZ*K_Mex+F_TRZ*Phi_res+F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session427_geo_obliquity.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_J2_oblateness_norm,bsfg,EXTRACTED[_session423_geo_j2.py]: val = SSq+Phi_res-F_TRZ*K_Mex-F_TRZ-F_TRZ**2-F_TRZ**3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session423_geo_j2.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_J2_oblateness_norm,dpm,"EXTRACTED[_session423_geo_j2.py]: val = SSq+Phi_res-F_TRZ*K_Mex-F_TRZ-F_TRZ**2-F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session423_geo_j2.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_adiabatic_lapse_K_per_km,bsfg,EXTRACTED[_session426_geo_lapse.py]: val = SO5-F_TRZ-F_TRZ*Phi_res-F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session426_geo_lapse.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_adiabatic_lapse_K_per_km,dpm,"EXTRACTED[_session426_geo_lapse.py]: val = SO5-F_TRZ-F_TRZ*Phi_res-F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session426_geo_lapse.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_atm_pressure_atm_norm,bsfg,EXTRACTED[_session432_geo_pressure.py]: val = F_TRZ*K_Mex+Phi_res-F_TRZ**2-F_TRZ**2*K_Mex || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session432_geo_pressure.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_atm_pressure_atm_norm,dpm,"EXTRACTED[_session432_geo_pressure.py]: val = F_TRZ*K_Mex+Phi_res-F_TRZ**2-F_TRZ**2*K_Mex || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session432_geo_pressure.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_atmospheric_scale_height_km,bsfg,EXTRACTED[_session424_geo_scale_height.py]: val = SO5-K_Mex+SSq+F_TRZ-F_TRZ*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session424_geo_scale_height.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_atmospheric_scale_height_km,dpm,"EXTRACTED[_session424_geo_scale_height.py]: val = SO5-K_Mex+SSq+F_TRZ-F_TRZ*Phi_res || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session424_geo_scale_height.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_greenhouse_DeltaT_K,bsfg,EXTRACTED[_session428_geo_greenhouse.py]: val = N_ch*D_phys-D_phys+Phi_res+F_TRZ*K_Mex-F_TRZ-F_TRZ**2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session428_geo_greenhouse.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_greenhouse_DeltaT_K,dpm,"EXTRACTED[_session428_geo_greenhouse.py]: val = N_ch*D_phys-D_phys+Phi_res+F_TRZ*K_Mex-F_TRZ-F_TRZ**2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session428_geo_greenhouse.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_ocean_salinity_ppt,bsfg,EXTRACTED[_session429_geo_salinity.py]: val = K_Mex*SO5+SO5+D_phys+F_TRZ*K_Mex-F_TRZ**2-F_TRZ**3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1167;_session429_geo_salinity.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_ocean_salinity_ppt,dpm,"EXTRACTED[_session429_geo_salinity.py]: val = K_Mex*SO5+SO5+D_phys+F_TRZ*K_Mex-F_TRZ**2-F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session429_geo_salinity.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
BH_seed_mass,qcalcgeom,"M_seed = A_5 * D_BSFG^2 * D_crit = 60 * 36 * 26 = 56,160 M_Sun || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1650;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
CM_Apery_zeta3,qcalcgeom,"zeta(3) closure || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
CM_BCS_coherence_length_coeff,qcalcgeom,"xi_0 coeff = 1/pi || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
CM_BCS_gap_ratio,qcalcgeom,"BCS gap 2*Delta/(k_B T_c) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
CM_BCS_gap_ratio,d26,"BCS gap 2*Delta/(k_B T_c) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
